"ETHNOLOGUE 16 ed                         "						
"Language Name"	"iso"	"Classification"	"No. of Speakers"	"Latitude"	"Longitude"	"Misc."
"Czech"	"ces"	21	9490840	50	15	2
"Knaanic"	"czk"	4	-1400			
"Slovak"	"slk"	4	5019950	49	20	
"Polish"	"pol"	3	39990670	52	20	2
"Kashubian"	"csb"	4	3000	54	18	
"Silesian"	"szl"	4	60000			
"Polabian"	"pox"	4	-1650	51	12.83	
"U Sorbian"	"hsb"	3	18240	51.83	14.5	
"L"	"dsb"	4	7240	51.75	14.33	
"M Mari"	"mhr"	3	460090	57	48	"         URALIC"
"H"	"mrj"	2	30000	57	58	
"Estonian"	"est"	11	1048660	59	26	2
"Vod"	"vot"	2	15	59.5	30	
"Finnish"	"fin"	21	5009390	62	25	2
"Kven Finnish"	"fkv"	2	6500	70	25	
"Tornedalen F"	"fit"	2	109579	67	22	2
"Ingrian"	"izh"	21	360	59	29	
"Karelian"	"krl"	21	45000	64	32	
"Ludian"	"lud"	2	3000	62	33.5	
"Livvi"	"olo"	2	19314	62	32	
"Liv"	"liv"	21	15	56.83	24	
"Veps"	"vep"	21	5750	60	35	
"Ki Saami"	"sjd"	11	500	67	37	
"Ak S"	"sia"	3	-2003			
"Te S"	"sjt"	3	10	66.5	31	
"Ke S"	"sjk"	31	-1850			
"In S"	"smn"	31	300	69	28	
"Sk S"	"sms"	31	420	68	30	
"Um S"	"sju"	21	20	64.58	18.67	
"Pi S"	"sje"	21	20	67	16	
"N S"	"sme"	41	20700	69	24	
"Lu S"	"smj"	41	2000	67.25	20.67	
"S S"	"sma"	31	600	64.67	16.75	
"Moksha"	"mdf"	11	614000	54	44	
"Erzya"	"myv"	2	696630	53	45.5	
"Komi-Permyak"	"koi"	11	94300	59.5	54.5	
"K-Zyrian"	"kpv"	3	217000	65	55	
"Udmurt"	"udm"	2	479800	57.5	52.5	
"Hungarian"	"hun"	12	12501270	47	20	2
"Khanty"	"kca"	11	13600	65	65	
"Mansi"	"mns"	11	2750	62	62	
"F Enets"	"enf"	12	20	67.5	86.5	
"T"	"enh"	3	10			
"Nganasan"	"nio"	21	500	71	93	
"Nenets"	"yrk"	21	31300	69	72	
"Mator"	"mtm"	21	-1840	53	100	
"Kamas"	"xas"	3	-1	52	92	
"Selkup"	"sel"	21	1640	65	82	
"N Yukaghir"	"ykg"	3	90	69	155	"  3      YUKAGHIR"
"S"	"yux"	1	30	65.75	150.83	3
"Chuvash"	"chv"	3	1674420	55.5	47.5	"         ALTAIC (TURKIC)"
"Chagatai"	"chg"	21	-1			
"Uyghur"	"uig"	31	8788690	40	80	3
"Ainu"	"aib"	3	6570	39.5	76	
"Ili Turki"	"ili"	3	120			3
"N Uzbek"	"uzn"	3	18795591	40.67	66.5	3
"S"	"uzs"	3	1454981	37	67	
"W Yugur"	"ybe"	31	2600	38.75	99.75	3
"S Altai"	"alt"	21	20000	51	87	
"N"	"atv"	3	1570	51	88	
"Shor"	"cjs"	31	6210	53	88	
"Karagas"	"kim"	31	28	53.75	98	
"Khakas"	"kjh"	31	20100	53	90	
"Tuva"	"tyv"	31	264400	52	95	
"Yakut"	"sah"	31	363000	62	130	
"Dolgan"	"dlg"	3	4870	71.25	98	
"S Azeri"	"azb"	21	12612660	37.5	47	
"N"	"azj"	4	7473270	40.5	48.5	
"Kashkay"	"qxq"	4	1500000			
"Salchuq"	"slq"	4	0			
"Khalaj"	"klj"	41	42107	35	50	
"Crimean Tata"	"crh"	31	483990	45	34.08	
"Salar"	"slr"	31	60000	35	103	3
"Turkish"	"tur"	31	50750120	39	35	3
"BG T"	"bgx"	41	331000			
"K T"	"kmz"	41	400000	37	59	
"Gagauz"	"gag"	41	162200	46.33	28.67	
"Turkmen"	"tuk"	31	6562810	40	58	
"Karakalpak"	"kaa"	21	413150	43	60	
"Kazakh"	"kaz"	41	8331950	50	70	3
"Kirghiz"	"kir"	41	2893354	42	75	3
"Nogai"	"nog"	41	90310	44	46	
"Krimchak"	"jct"	31	0			
"Karaim"	"kdr"	4	1130	54.67	24.92	
"Balkar"	"krc"	4	113710	43.5	42	
"Kumyk"	"kum"	4	422550	43	47.33	
"Bashkort"	"bak"	3	2059700	53	58	
"Chulym"	"clw"	4	270	54.33	89.67	
"Tatar"	"tat"	4	6496600	56	49.5	3
"Urum"	"uum"	21	192729	47.12	37.55	
"Daur"	"dta"	12	96085	48	124	"  3      (MONGOLIAN)"
"Kangjia"	"kxs"	3	432			
"Tu"	"mjg"	4	152000	36	102	3
"Bonan"	"peh"	4	6000	36	102.5	3
"Dongxiang"	"sce"	4	250000	31.5	107.5	3
"E Yugur"	"yuy"	4	3000	38	99	
"M Buriat"	"bxm"	3	64900	52	108	
"C"	"bxu"	6	65000			
"R"	"bxr"	6	369000	51	106	
"H Mongolian"	"khk"	5	2341240	47	105	
"P"	"mvf"	6	3381000	39	109	3
"Darkhat"	"drh"	4	20350			
"Kalmyk-Oirat"	"xal"	5	499000	44	83	
"Mogholi"	"mhj"	2	200	35	62	
"Even"	"eve"	12	7170	68	130	"         (TUNGUS)"
"Evenki"	"evn"	31	27615	56	125	
"Oroqen"	"orh"	4	1200	42.73	126.63	
"Negidal"	"neg"	3	150	53	139	
"Nanai"	"gld"	21	3902	49.5	137	
"Orok"	"oaa"	5	67	49.5	143.5	
"Ulch"	"ulc"	5	730	52.25	140.33	
"Oroch"	"oac"	4	260	50.33	137.5	
"Udihe"	"ude"	5	230	47.67	136.25	
"Jurchen"	"juc"	31	-2	47	130	
"Manchu"	"mnc"	4	60	49.5	127.5	
"Xibe"	"sjo"	4	30000	43.83	81.18	3
"Korean"	"kor"	3	66305890	37.5	128	"  3      Kor"
"Japanese"	"jpn"	3	122433899	37	140	"  3      JAPANESE"
"S Amami-Oshim"	"ams"	1	1800	28	129.17	
"N"	"ryn"	4	10000	28.33	129.42	
"Kikai"	"kzg"	4	0	28.25	130	
"Toku-No-Shima"	"tkn"	4	5100	27.75	129	
"Oki-No-Erabu"	"okn"	3	3200	27.33	128.5	
"C Okinawan"	"ryu"	4	984285	26.5	127	
"Kunigami"	"xug"	4	5000	26.83	128	
"Yoron"	"yox"	4	950	27	128.33	
"Miyako"	"mvi"	2	0	24.67	125	
"Yaeyama"	"rys"	3	0	24.33	124	
"Yonaguni"	"yoi"	3	800	24.42	123	
"Ainu"	"ain"	3	15	43	143	"  3      Ain"
"Gilyak"	"niv"	3	690	53.33	142	"         Gil"
"Chukchi"	"ckt"	3	7740	67	-173	"         CHUKOTKO-KAMCHATKAN"
"Alutor"	"alr"	21	150	61	165	
"Koryak"	"kpy"	3	3500	61	167	
"Kerek"	"krk"	3	-2005	62.25	175	
"Itelmen"	"itl"	12	380	57	157.5	
"Brahui"	"brh"	3	2220000	28.5	67	"         DRAVIDIAN"
"Kurux"	"kru"	21	2053000	22.83	85.5	
"Nepali K"	"kxl"	2	28615			
"K Paharia"	"kmj"	21	20179	25	87.33	
"S"	"mjt"	2	117000	25	87.33	
"NW Kolami"	"kfb"	12	200000	20	78.5	
"SE"	"nit"	3	10000			
"M Gadaba"	"gau"	21	8000			
"PO"	"gdb"	3	15000	18.86	82.73	
"Duruwa"	"pci"	31	80000	19.5	82.5	
"D Maria"	"daq"	12	200000	19.25	81.67	
"Maria"	"mrr"	4	165000	19.5	81	
"E Muria"	"emu"	4	200000			
"FW"	"fmu"	4	400000			
"W"	"mut"	4	400000			
"S Gondi"	"ggo"	4	100000	18.75	80.2	
"N"	"gno"	4	1950000	19	81	
"Khirwar"	"kwx"	4	34251			
"Nagarchal"	"nbg"	4	0			
"Pardhan"	"pch"	4	135000			
"Konda-Dora"	"kfc"	31	20000	19.5	83	
"Koya"	"kff"	41	300000	17.5	81.33	
"Kui"	"kxu"	61	765000	20	83.5	
"Kuvi"	"kxv"	61	350000	18.75	82.67	
"Manda"	"mha"	51	4036	19.83	83.83	
"Pengo"	"peg"	61	350000	19.83	83.83	
"Telugu"	"tel"	21	69758890	16	79	
"Manna-Dora"	"mju"	3	0			
"Chenchu"	"cde"	3	26000			
"Savara"	"svr"	3	20179			
"Waddar"	"wbq"	3	1930000			
"Kannada"	"kan"	12	35346000	14	76	3
"Badaga"	"bfq"	4	245374	11.67	76.75	
"Holiya"	"hoy"	4	500			
"Urali"	"url"	4	0			
"Kodava"	"kfa"	31	241000	12.17	76.83	
"K Kurumba"	"kfi"	5	179793			
"M K"	"kpb"	5	26000			
"A K"	"xua"	5	2500			
"J K"	"xuj"	5	35000			
"Malayalam"	"mal"	41	35757100	10	76.5	
"Aranadan"	"aaf"	6	200			
"Kadar"	"kej"	6	1960			
"Malapandaram"	"mjp"	6	5850			
"Malaryan"	"mjq"	6	-2005			
"Malavedan"	"mjr"	6	0			
"Paliyan"	"pcf"	6	9520			
"Paniya"	"pcg"	6	94000	11.75	76.05	
"Ravula"	"yea"	6	26900	12.72	75.37	
"Mannan"	"mjv"	5	7850			
"Eravallan"	"era"	5	5000			
"Irula"	"iru"	6	200000			3
"Kaikadi"	"kep"	6	23000			
"Muthuvan"	"muv"	6	16800			
"B Kurumba"	"xub"	6	32000			
"Sholaga"	"sle"	6	24000			
"Tamil"	"tam"	6	65675200	11	78.5	3
"Yerukula"	"yeu"	6	300000			
"Kanikkaran"	"kev"	6	19000			
"Kota"	"kfe"	41	900	11.5	77.17	
"Toda"	"tcx"	51	1100	11.42	76.75	
"W Chetti"	"ctt"	31	5000			
"Tulu"	"tcy"	21	1949000	12.75	75.33	
"Bellari"	"brw"	3	1352			
"Kudiya"	"kfg"	3	2800			
"K Koraga"	"kfd"	3	14000			
"M"	"vmd"	4	0			
"Malasar"	"ymr"	21	7760			
"Mala M"	"ima"	2	1000			
"Thachanadan"	"thn"	21	3000			
"Ullatan"	"ull"	21	0			
"Kalanadi"	"wkl"	21	750			
"Kunduvadi"	"wku"	2	1000			
"Pathiya"	"pty"	2	1000			
"Kumbaran"	"wkb"	21	20000			
"Kurichiya"	"kfh"	21	29375			
"Att Kurumba"	"pkr"	21	1370			
"Muduga"	"udg"	2	3370			
"Allar"	"all"	12	350			
"Bazigar"	"bfr"	12	58236			
"Bharia"	"bha"	12	197000			
"Vishavan"	"vis"	12	150			
"Georgian"	"kat"	3	4255270	42	44	"  2      KARTVELIAN"
"Judeo-G"	"jge"	2	79800			
"Laz"	"lzz"	11	33250	41.5	41.5	
"Mingrelian"	"xmf"	2	500000	42.5	42	
"Svan"	"sva"	11	15000	43	42.5	
"Bats"	"bbl"	3	3420	42.5	45.5	"         N CAUCASIAN (NAKH-DAGESTAN)"
"Chechen"	"che"	31	1341000	43.25	45.83	
"Ingush"	"inh"	4	413000	43.17	45.08	
"Akhvakh"	"akv"	22	6500	42.33	46.33	
"Andi"	"ani"	41	21800	42.75	46.25	
"Botlikh"	"bph"	41	5500	42.75	46.17	
"Ghodoberi"	"gdo"	4	3000	42.67	46.08	
"Chamalal"	"cji"	41	5000	42.55	46.05	
"Karata"	"kpt"	41	5000	42.58	46.33	
"Bagvalal"	"kva"	41	6500	42.58	46.17	
"Tindi"	"tin"	41	5000	42.37	46.25	
"Avar"	"ava"	31	788960	42.5	46.5	
"Hunzib"	"huz"	21	1840	42.17	46.25	
"Bezhta"	"kap"	4	6200	42.08	46.17	
"Dido"	"ddo"	31	15400	42.25	45.75	
"Hinukh"	"gin"	41	550	42.17	46	
"Khvarshi"	"khv"	41	1870	42.25	46.17	
"Dargwa"	"dar"	22	516490	42.25	47.42	
"Lak"	"lbe"	21	164420	42.17	47.17	
"Khinalugh"	"kjj"	22	1500	41.17	48.08	
"Archi"	"aqc"	21	1200	42	46.83	
"Aghul"	"agx"	31	28332	41.75	47.67	
"Lezgi"	"lez"	51	783720	41.67	47.83	
"Tabassaran"	"tab"	51	128900	41.83	47.92	
"Budukh"	"bdk"	41	1000	41.17	48.42	
"Kryts"	"kry"	51	6000	41.08	48	
"Rutul"	"rut"	41	29510	41.5	47.42	
"Tsakhur"	"tkr"	51	22843	41.67	47.17	
"Udi"	"udi"	31	8440	41	48	
"Abkhaz"	"abk"	13	117350	43.08	41	"         (NW CAUCASIAN)"
"Abaza"	"abq"	3	48280	44	42	3
"Adyghe"	"ady"	21	499180	45.22	39.7	3
"Kabardian"	"kbd"	3	1632500	43.5	43.5	
"Ubykh"	"uby"	31	-1992	43.67	39.67	
"Basque"	"eus"	3	658960	43	-3	"  3      Bas"
"Nihali"	"nll"	3	2000	19.75	77.83	"         Nih"
"Burushaski"	"bsk"	3	87049	36.5	74.5	"  3      Brs"
"Ket"	"ket"	3	190	64	87	"         YENISEIAN"
"Yugh"	"yuu"	2	-1990	61	90	
"Kott"	"zko"	11	-1840	56	94	
"Assan"	"xss"	2	-1790	55	94	
"Arin"	"xrn"	11	-1790	57	93	
"Pumpokol"	"xpm"	21	-1740	58.5	92	
"Kusunda"	"kgg"	3	7	28	84.67	"         Kus"
"MD Chinese"	"cdo"	3	9134060	26	119.5	"         SINO-TIBETAN (CHINESE)"
"M"	"cmn"	2	845456760	34	110	23
"J"	"cjy"	2	45000000	37	112	
"PX"	"cpx"	2	2558800	25.37	118.68	
"H"	"czh"	2	4600000	30	118	
"MZ"	"czo"	2	3100000	26.35	117.2	
"G"	"gan"	2	20580000	28.75	115.5	
"H"	"hak"	2	30032520	25	116	
"X"	"hsn"	2	36015000	27	110	
"MB"	"mnp"	2	10294000	27.05	118.32	
"MN"	"nan"	2	47265100	24.5	118.17	
"W"	"wuu"	2	77175000	31.67	119.92	
"Y"	"yue"	2	55541660	23	113	2
"Dungan"	"dng"	2	42200	42.75	74.5	
"C Bai"	"bca"	12	800000	26	100	"  2      (BAI)"
"N"	"bfc"	2	40000	26.5	99.13	
"S"	"bfs"	2	400000	25.64	100.18	2
"Chepang"	"cdm"	12	36807	27.67	84.75	"  356    (HIMALAYISH)"
"Bhujel"	"byh"	6	3900			356
"Wayu"	"vay"	61	1743	27.25	86	
"G Kham"	"kgj"	51	13100	28.5	82.75	
"S"	"kip"	6	20000			
"E Parbate"	"kif"	6	7500			
"W"	"kjl"	6	24500	28.5	82.75	3
"E Magar"	"mgp"	51	555000	28	83	
"W"	"mrd"	6	308000	28.08	83.83	
"Raji"	"rji"	6	2413			
"Bahing"	"bhj"	51	10000	27.4	86.4	
"Sunwar"	"suz"	61	40000	27.55	86.3	3
"Athpariya"	"aph"	41	2000	27	87.33	3
"Belhariya"	"byw"	61	500	26.97	87.3	
"Bantawa"	"bap"	61	390200			3
"Lambichhong"	"lmh"	6	500			
"Chhintange"	"ctn"	6	1500			
"Chhulung"	"cur"	61	1314			
"Chukwa"	"cuw"	61	100			
"E Meohang"	"emg"	61	0			
"W"	"raf"	6	0			
"Kulung"	"kle"	61	18686	27.5	87	
"N Lorung"	"lbr"	61	3750			
"S"	"lrr"	6	1250			
"Limbu"	"lif"	61	421500	27.17	87.75	3
"Lumba-Yakkha"	"luu"	61	1197			
"Nanchering"	"ncd"	61	3553			
"Pongyong"	"pgy"	61	0			
"Phangduwali"	"phw"	61	0			
"Puma"	"pum"	61	4310	27.1	86.8	
"Dungmali"	"raa"	61	220			
"Camling"	"rab"	61	12100	27	86.67	
"Saam"	"raq"	61	23			
"Sampang"	"rav"	61	12000			
"Waling"	"wly"	61	-1			
"Yakha"	"ybh"	61	15410	27.15	87.25	
"Yamphu"	"ybi"	61	1722			
"Yamphe"	"yma"	61	1722			
"Dumi"	"dus"	51	2000	27.25	86.67	
"Jerung"	"jee"	61	2000	27.2	86.3	
"Koi"	"kkt"	61	2641			
"Khaling"	"klr"	61	18000	27.5	86.67	3
"Lingkhim"	"lii"	61	97			
"Raute"	"rau"	61	280			
"Thulung"	"tdh"	61	33313	27.42	86.5	
"Tilung"	"tij"	61	310			
"Wambule"	"wme"	61	5000	27.33	86.67	
"Newar"	"new"	41	839000	27.67	85.5	3
"Tshangla"	"tsj"	31	175200	27.83	92.17	3
"Dhimal"	"dhi"	51	17758	26.67	87.75	3
"Toto"	"txo"	61	20000			3
"Chantyal"	"chx"	51	2000	28.58	83.42	
"E Gurung"	"ggn"	61	227000	28.33	84.33	3
"W"	"gvr"	6	201300	29	83	3
"S Ghale"	"ghe"	61	21500			
"N"	"ghh"	6	4440			
"K"	"ght"	6	1300			
"Manangba"	"nmm"	6	3736	28.4	84.01	
"Nar Phu"	"npa"	61	800	28.67	84.25	
"Seke"	"skj"	61	700			
"E Tamang"	"taj"	61	773257	28	85.25	3
"W"	"tdg"	6	322598			3
"EG"	"tge"	6	3980			
"NW"	"tmk"	6	55000			3
"SW"	"tsf"	6	109051			3
"Thakali"	"ths"	61	6441	29	83.75	
"C Tibetan"	"bod"	51	1277620	30	91	3
"Dolpo"	"dre"	7	9000			3
"Humla"	"hut"	7	4000			
"Jad"	"jda"	7	300			
"Kyerung"	"kgy"	7	4886	28.25	85.4	
"Nubri"	"kte"	7	2000			
"Lhomi"	"lhm"	7	7980	27.67	87.42	3
"Lowa"	"loy"	7	7500	28.83	83.83	
"Mugom"	"muk"	7	7000			
"Walungge"	"ola"	7	15600			
"Panang"	"pcr"	7	12000			
"Spiti Bhoti"	"spt"	7	10000			
"Stod B"	"sbu"	7	2500	32.42	77.25	
"Helambu Sherp"	"scp"	7	7565			3
"Kagate"	"syw"	7	1273			3
"Tichurong"	"tcn"	7	2417			
"Tseku"	"tsk"	7	23790			
"Tsum"	"ttz"	7	4786			
"Dakpakha"	"dka"	6	1000			
"Bumthangkha"	"kjz"	7	36500			
"Nyenkha"	"neh"	7	10000			
"Nupbikha"	"npb"	7	2200			
"Olekha"	"ole"	7	1000			
"Chalikha"	"tgf"	7	8200			
"Khengkha"	"xkf"	7	50000			3
"Kurtokha"	"xkz"	7	10000			
"Gongduk"	"goe"	6	2100			
"Lhokpu"	"lhp"	6	2500			
"Amdo Tibetan"	"adx"	6	809500	35	100	3
"Choni"	"cda"	7	154000			
"Khams T"	"khg"	7	1487000	28.47	98.65	3
"Adap"	"adp"	6	0			
"Brokkat"	"bro"	7	300			
"Chocangacakha"	"cgk"	7	20000			
"Dzongkha"	"dzo"	7	171300	27.5	89.6	
"Groma"	"gro"	7	26800	27.43	88.93	
"Jirel"	"jul"	7	7070	27.7	86.3	3
"Lakha"	"lkh"	7	8000			
"Lunanakha"	"luk"	7	700			
"Layakha"	"lya"	7	1100			
"Brokpake"	"sgt"	7	5000			
"Sherpa"	"xsr"	7	154622	27.75	86.83	3
"Sikkimese"	"sip"	7	70300	27.83	88.5	
"Balti"	"bft"	6	308800	35	76	
"Changthang"	"cna"	7	10089			
"Ladakhi"	"lbj"	8	162000	34	78	3
"Takpa"	"tkk"	8	0			
"Purik"	"prx"	7	37700	34.67	76	
"Zangskari"	"zau"	7	12006	33.58	76.83	
"Naaba"	"nao"	6	770			
"Thudam"	"thw"	6	1800			
"Sherdukpen"	"sdp"	61	3100	27	92.5	
"Tawang Monpa"	"twm"	61	9900			3
"Kalaktang M"	"kkf"	51	8000			
"Byangsi"	"bee"	41	4563	30.17	80.5	
"Chaudangsi"	"cdn"	6	3022	30	80.25	
"Darmiya"	"drd"	61	2950	30	79.75	
"Rangkas"	"rgk"	61	-2000			
"Baraamu"	"brd"	51	2000			356
"Thangmi"	"thf"	61	25000	27.75	86	
"Rawat"	"jnl"	51	23670			356
"Gahri"	"bfu"	51	4000	32.5	77	
"Kinnauri"	"kfk"	61	63800	31.5	78	
"C K"	"cik"	6	1060			
"B K"	"nes"	6	6790			
"Jangshung"	"jna"	61	1990	31.58	78.42	
"Shumcho"	"scu"	6	2174			
"Sunam"	"ssk"	6	558			
"Kaike"	"kzq"	61	794	28.85	83.15	
"Pattani"	"lae"	61	11000	32.75	76.75	
"Tinani"	"lbf"	6	2450	32.33	77.17	
"Tukpa"	"tpq"	61	610	32	78.5	
"Kanashi"	"xns"	61	1400			
"Rongpo"	"rnp"	51	7500	30.25	79.58	
"Dzalakha"	"dzl"	41	68400			
"Lepcha"	"lep"	42	52830	27.17	88.5	
"Baima"	"bqh"	32	11000			3
"Chug"	"cvg"	32	850			
"Lish"	"lsh"	4	2340			
"Jingpho"	"kac"	22	940000	25.42	97	"  3      (JINGPHO-KONYAK-BODO)"
"Singpho"	"sgp"	51	2500			
"Taman"	"tcl"	51	-1995			3
"Kadu"	"kdv"	41	37000	24.5	96	
"Chak"	"ckh"	51	25500			
"Bodo"	"brx"	32	1543300	26.83	92	
"Dimasa"	"dis"	6	106000	25.5	93	
"Tiwa"	"lax"	6	23000	26.22	92.32	
"Kachari"	"xac"	6	59000	26.5	91	
"Riang"	"ria"	6	5900			
"Kok Borok"	"trp"	6	696000	24.33	92.5	
"Deori"	"der"	61	26900	26	90.25	
"Tippera"	"tpe"	61	85000			
"Usoi"	"usi"	6	22400			
"Garo"	"grt"	51	900000	25.67	90.5	
"Megam"	"mef"	6	6872			
"Atong"	"aot"	51	10000	26	93	
"Koch"	"kdq"	61	36000	25.57	91.88	
"Rabha"	"rah"	61	50000	26.34	93.91	
"Ruga"	"ruh"	61	0	25.5	90.5	
"Chang Naga"	"nbc"	41	60900	26.33	94.75	
"Konyak N"	"nbe"	5	244000	26.1	94.75	
"Nocte N"	"njb"	5	35000	27	95.5	3
"Khiamniunga N"	"nky"	5	38100			3
"Wancho N"	"nnp"	5	48000	27	95	
"Phom N"	"nph"	5	115000	26.28	94.83	
"Tase N"	"nst"	5	100389	27.5	96.42	3
"Tutsa N"	"tvt"	5	25000			3
"Pao Karen"	"blk"	22	560743	25.35	100.32	"  2      (KAREN)"
"Zayein K"	"kxk"	31	9300			
"Lahta K"	"kvt"	3	9550			
"Kayan"	"pdu"	6	41050	19	96.8	
"Bwe Karen"	"bwe"	5	15700	19.5	97	2
"Geko K"	"ghk"	5	9500			2
"Geba K"	"kvq"	5	10000	20.83	96.28	2
"Brek K"	"kvl"	4	16600			
"E Kayah"	"eky"	4	26000	19	97.5	
"W"	"kyu"	5	100000	18	97	
"Yintale K"	"kvy"	5	10000	21.24	96.37	
"Manumanaw K"	"kxf"	5	10000	19.35	97.25	
"Yinbaw Karen"	"kvu"	5	7300	21.28	96.42	
"Sgaw K"	"ksw"	41	1480000	18	97	2
"Paku K"	"kpp"	5	5300			2
"Wewaw"	"wea"	5	23874			3
"E Pwo Karen"	"kjp"	31	1050000	13	99.17	2
"P P K"	"kjt"	4	0	17.92	99.5	
"W P K"	"pwo"	4	210000			2
"N P K"	"pww"	4	60000	15	99	2
"Bawm Chin"	"bgr"	22	21520	22.5	92.25	"  3      (KUKI-CHIN-NAGA)"
"Haka C"	"cnh"	5	131260	22.67	93.67	
"Ngawn C"	"cnw"	5	15000			3
"Zotung C"	"czt"	5	40000			
"Darlong"	"dln"	5	6000			
"Pankhu"	"pkh"	5	2730			
"Senthang Chin"	"sez"	5	32000			3
"Tawr C"	"tcp"	5	700			3
"Mizo"	"lus"	51	541750	23.17	92.83	3
"Hmar"	"hmr"	5	50000	24.17	93	
"Zyphe"	"zyp"	51	20000			
"Aimol"	"aim"	41	2643			
"Anal"	"anm"	51	13853			3
"Biete"	"biu"	51	19000			
"Chiru"	"cdf"	51	7000			
"Siyin Chin"	"csy"	51	10000	23.83	94	3
"Tedim C"	"ctd"	51	344100	23.33	93.67	3
"Falam C"	"flm"	51	121000			3
"Gangte"	"gnb"	51	15100			
"Hrangkhol"	"hra"	51	26782			3
"Kharam Naga"	"kfw"	51	1400			
"Purum N"	"puz"	5	503			3
"Kom"	"kmm"	51	15500			
"Lamkang"	"lmk"	51	10000			3
"Chothe Naga"	"nct"	51	3600	24	93	
"Monsang N"	"nmh"	51	3200	24	94	
"Moyon N"	"nmo"	51	3700			
"Paite Chin"	"pck"	51	91800	24	93.17	3
"Simte"	"smt"	5	7150			
"Zo"	"zom"	5	50600			3
"Purum"	"pub"	51	300			3
"Ralte"	"ral"	51	25700			3
"Ranglong"	"rnl"	51	8000			
"Sakechep"	"sch"	51	25000			
"Thado Chin"	"tcz"	51	231200	24.42	93.92	3
"Tarao Naga"	"tro"	51	870	24.25	94.17	
"Vaiphei"	"vap"	51	27791			
"Yos"	"yos"	51	3400			3
"Mro C"	"cmr"	41	137765			
"Daai Chin"	"dao"	51	30000			3
"Nga La"	"hlt"	51	60000			
"Khumi Awa C"	"cka"	51	60000			3
"Khumi C"	"cnk"	6	62090	21.92	92.42	3
"Mara C"	"mrh"	51	42000	23	93.17	3
"Mun C"	"mwq"	51	30000			3
"Bualkhaw C"	"cbl"	51	2500			
"Asho C"	"csh"	51	12340	22.08	92.42	3
"Chinbon C"	"cnb"	6	19600			
"Shendu"	"shl"	61	0			
"Welaung"	"weu"	51	9550			3
"Angami N"	"njm"	31	125000	25.67	94.5	
"Chokri N"	"nri"	5	24000	25.95	94.3	
"Pochuri N"	"npo"	51	15900	26.1	94.75	
"N Rengma N"	"nnl"	51	13000	26.03	95.01	
"S"	"nre"	5	21000			
"Sumi N"	"nsm"	51	242000	26	94.5	
"Mao N"	"nbi"	5	81000	25.5	94.33	
"Khezha N"	"nkh"	5	23000			
"Poumei N"	"pmx"	51	51000			
"Lotha N"	"njh"	41	148000	26.5	94.25	
"Ao N"	"njo"	51	232000	26.58	94.67	
"Sangtam N"	"nsa"	51	83700	25.27	95.22	
"Yimchungru N"	"yim"	51	96400			
"Maring N"	"nng"	41	17361			
"Khoibu N"	"nkb"	5	25600			
"Tangkhul N"	"nmf"	51	110000	25	94.5	
"Rongmei N"	"nbu"	41	59000			
"Liangmai N"	"njn"	51	41100	26.07	94.75	
"Koireng"	"nkd"	5	3000			
"Inpui Naga"	"nkf"	51	10000	24.83	94	
"Thangal N"	"nki"	5	23600			
"Maram N"	"nma"	51	25000	26.1	94.75	
"Mzieme N"	"nme"	51	29000	26.1	94.75	
"Zeme N"	"nzm"	51	72800	25.17	93.5	
"Leinong N"	"lzn"	41	8000			
"Makyan N"	"umn"	51	3000			
"Long Phuri N"	"lpn"	41	2000			
"Makuri N"	"jmn"	51	3000			
"Para N"	"pzn"	41	2000			
"Puimei N"	"npu"	41	3000			
"Meitei"	"mni"	21	1391000	24.75	94	"         (Me)"
"Karbi"	"mjw"	21	492000	26.33	93.5	"         (MIKIR)"
"Amri K"	"ajz"	3	125000			
"Achang"	"acn"	22	62700	25	98.5	"  3      (LOLO-BURMESE)"
"Xiandao"	"xia"	5	100	25.35	100.32	3
"Zaiwa"	"atb"	51	110000	24.33	98	3
"Pela"	"bxd"	5	400			3
"Hpon"	"hpo"	51	0			
"Lashi"	"lsi"	51	31800			3
"Maru"	"mhx"	51	103500	23.5	98.5	3
"Burmese"	"mya"	41	32319700	21	96	3
"Chaungtha"	"ccq"	5	121700			3
"Intha"	"int"	5	90000			3
"Marma"	"rmz"	5	166500	21.5	92.5	
"Rakhine"	"rki"	5	765000			3
"Taungyo"	"tco"	5	40000			3
"Tavoyan"	"tvn"	5	400000			3
"Yangbye"	"ybd"	5	810300			3
"Akeu"	"aeu"	31	12400			
"Lisu"	"lis"	31	767000	26	98	
"S Lolopo"	"ysp"	51	190000			
"Naluo"	"ylo"	51	40000			
"Nasu"	"ywq"	71	250000			
"Laghuu"	"lgh"	61	300	22.25	104	
"Mantsi"	"nty"	61	1100	23.17	105.42	
"Enu"	"enu"	41	30000			
"Sansu"	"sca"	7	4775			3
"Sila"	"slt"	7	2612	22.25	102.17	
"Mahei"	"mja"	6	12000			3
"Phana"	"phq"	6	350	21.83	102	
"Mpi"	"mpz"	51	900	18.25	100.25	
"Phunoi"	"pho"	61	35635	21.67	102.08	
"Coong"	"cnc"	6	2000			
"Pyen"	"pyy"	61	800			
"Ugong"	"ugo"	51	80	14.25	100.08	
"Laopang"	"lbg"	41	9550			3
"Lopi"	"lov"	41	4775			3
"Ache"	"yif"	41	35000			
"Axi"	"yix"	21	100000			3
"Azhe"	"yiz"	4	54000			
